"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceUsage","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceUsage","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The number of times that the device may be used as described in the regulated product information may be specified. (9.6.2.12.10)","The number of times that the device may be used as described in the regulated product information may be specified. (9.6.2.12.10)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceUsage",0,1,"",""
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceBatchIdentifier","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier","","","",0,*,"","","","BackboneElement {[]} {[]}
","11.12","11.12","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceBatchIdentifier.id","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceBatchIdentifier.extension","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceBatchIdentifier.modifierExtension","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceBatchIdentifier.BatchNumber","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.BatchNumber","","","",1,1,"","","","string {[]} {[]}
","Where applicable, the batch number for the device can be specified, in text. (9.6.2.15.2)","Where applicable, the batch number for the device can be specified, in text. (9.6.2.15.2)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.BatchNumber",1,1,"",""
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceBatchIdentifier.ExpirationDate","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.ExpirationDate","","","",1,1,"","","","date {[]} {[]}
","Where applicable, the expiration date for the batch can be specified. (9.6.2.15.3)","Where applicable, the expiration date for the batch can be specified. (9.6.2.15.3)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceBatchIdentifier.ExpirationDate",1,1,"",""
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceMaterial","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceMaterial","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.6.2.13","9.6.2.13","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceMaterial",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceMaterial.id","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceMaterial.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceMaterial.extension","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceMaterial.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem-Container.Device.DeviceMaterial.modifierExtension","InvestigationalMedicinalProduct.InvestigationalPackagedMedicinalProduct.PackageItem_Container.Device.DeviceMaterial.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
